Pressure_Pa,cp,X_m,AoA_deg
100737.531,-10.65834375,0.730318308,20
100739.125,-10.65122768,0.739165545,20
100741.047,-10.64264732,0.748005331,20
100743.336,-10.63242857,0.756837547,20
100746.008,-10.6205,0.765662313,20
100749.125,-10.60658482,0.774479568,20
100752.711,-10.59057589,0.783289254,20
100756.781,-10.57240625,0.79209125,20
100761.406,-10.55175893,0.800885677,20
100766.625,-10.52845982,0.809672296,20
100772.414,-10.50261607,0.818451107,20
100778.797,-10.47412054,0.827222109,20
100785.781,-10.44294196,0.835985184,20
100793.273,-10.40949554,0.844740331,20
100801.188,-10.37416071,0.853487372,20
100809.57,-10.33674107,0.862226188,20
100818.297,-10.29778125,0.870956182,20
100827.094,-10.25850893,0.87967664,20
100835.734,-10.2199375,0.888386905,20
100842.266,-10.19077679,0.897086263,20
100843.938,-10.1833125,0.905774772,20
100763.82,-10.54098214,0.902526259,22
100750.875,-10.59877232,0.911021173,22
100731.875,-10.68359375,0.919511318,22
100840.938,-10.19670536,0.926591992,22
100954.672,-9.688964286,0.916836679,22
100965.328,-9.641392857,0.907082379,22
100992.43,-9.520401786,0.897329986,22
101015.25,-9.418526786,0.887580574,22
101038.43,-9.315044643,0.877835155,22
101060.0,-9.21875,0.868094563,22
101081.117,-9.124477679,0.85835886,22
101101.484,-9.033553571,0.848627746,22
101121.281,-8.945174107,0.838901043,22
101140.297,-8.86028125,0.829178452,22
101158.469,-8.77915625,0.819459736,22
101175.891,-8.701379464,0.809744895,22
101192.719,-8.626254464,0.800033808,22
101209.0,-8.553571429,0.790326655,22
101224.813,-8.482977679,0.780623257,22
101240.359,-8.413575893,0.770923793,22
101255.656,-8.345285714,0.761228204,22
101270.414,-8.279401786,0.751536429,22
101284.875,-8.21484375,0.741848588,22
101299.203,-8.150879464,0.732164621,22
101313.172,-8.088517857,0.722484589,22
101326.844,-8.027482143,0.71280849,22
101340.25,-7.967633929,0.703136384,22
101353.547,-7.908272321,0.693468273,22
101366.914,-7.848598214,0.683804214,22
101380.242,-7.789098214,0.674144328,22
101393.094,-7.731723214,0.664488554,22
101405.695,-7.67546875,0.654837072,22
101418.492,-7.618339286,0.645189762,22
101431.0,-7.5625,0.635546803,22
101443.234,-7.507883929,0.625908196,22
101455.609,-7.452638393,0.616273999,22
101467.828,-7.398089286,0.606644392,22
101479.93,-7.3440625,0.597019494,22
101491.891,-7.290665179,0.587399364,22
101503.703,-7.237933036,0.577784181,22
101515.797,-7.183941964,0.568174005,22
101528.109,-7.128977679,0.558569014,22
101540.094,-7.075473214,0.548969388,22
101551.828,-7.023089286,0.539375126,22
101563.875,-6.969308036,0.529786468,22
101576.094,-6.914758929,0.520203531,22
101588.352,-6.860035714,0.510626554,22
101600.805,-6.804441964,0.501055777,22
101613.344,-6.748464286,0.491491377,22
101625.703,-6.693290179,0.481933594,22
101638.016,-6.638321429,0.472382635,22
101650.0,-6.584821429,0.462838799,22
101661.672,-6.532714286,0.453302234,22
101673.797,-6.478584821,0.44377327,22
101686.719,-6.420897321,0.434252083,22
101700.203,-6.360700893,0.424739063,22
101713.922,-6.299455357,0.415234566,22
101727.828,-6.237375,0.405739009,22
101741.969,-6.174245536,0.396252871,22
101756.289,-6.110316964,0.386776537,22
101770.922,-6.044991071,0.377310514,22
101786.063,-5.977397321,0.367855221,22
101801.625,-5.907924107,0.358411133,22
101817.555,-5.836808036,0.348978728,22
101833.859,-5.764022321,0.339558512,22
101850.625,-5.689174107,0.330151051,22
101867.953,-5.611816964,0.320757121,22
101885.836,-5.531982143,0.311377406,22
101904.375,-5.44921875,0.302012682,22
101923.703,-5.362933036,0.292663693,22
101943.734,-5.273508929,0.283331335,22
101964.477,-5.18090625,0.274016321,22
101986.039,-5.084647321,0.264719576,22
102008.406,-4.984794643,0.255441964,22
102031.547,-4.881486607,0.246184379,22
102055.555,-4.774308036,0.236947984,22
102080.594,-4.662526786,0.227734327,22
102106.922,-4.544991071,0.21854499,22
102134.641,-4.421245536,0.20938164,22
102163.672,-4.291642857,0.200245991,22
102194.297,-4.154924107,0.191139892,22
102226.859,-4.009558036,0.182065383,22
102261.164,-3.856410714,0.173024595,22
102296.719,-3.697683036,0.164019719,22
102333.984,-3.531321429,0.155053079,22
102374.031,-3.352540179,0.146127656,22
102416.656,-3.16225,0.137247428,22
102463.578,-2.952776786,0.128416568,22
102515.539,-2.720808036,0.119639486,22
102564.18,-2.503660714,0.110920817,22
102614.922,-2.277133929,0.102266684,22
102677.82,-1.996339286,0.0936854258,22
102743.547,-1.702915179,0.0851860791,22
102810.313,-1.404852679,0.0767782182,22
102882.203,-1.083915179,0.068472065,22
102959.125,-0.7405133929,0.060281314,22
103042.227,-0.3695223214,0.0522261225,22
103131.211,0.02772767857,0.0443304256,22
103224.219,0.4429419643,0.0366349146,22
103318.547,0.8640491071,0.0291922633,22
103437.25,1.393973214,0.022063775,22
103540.125,1.853236607,0.0153373629,22
103572.906,1.999580357,0.00912944041,22
103461.719,1.503209821,0.00380560267,22
103033.305,-0.4093526786,3.94197632e-05,22
102239.289,-3.954066964,-0.00160019554,22
101067.375,-9.185825893,5.01628565e-05,22
99441.8438,-16.44266161,0.00579127157,22
98464.2578,-20.80688482,0.0138511509,22
98692.9531,-19.78592366,0.0230028443,22
99313.4688,-17.01576429,0.0327073261,22
99883.3672,-14.471575,0.0426058546,22
100251.039,-12.83018304,0.0525690801,22
100483.148,-11.79398214,0.0625512078,22
100613.047,-11.21407589,0.0725256726,22
100667.438,-10.97125893,0.0824773535,22
100680.609,-10.91245982,0.092399016,22
100681.188,-10.909875,0.102288112,22
100682.5,-10.90401786,0.112142839,22
100683.625,-10.89899554,0.12196295,22
100682.734,-10.90297321,0.13174805,22
100680.719,-10.91196875,0.141497731,22
100678.391,-10.92236161,0.15121232,22
100676.438,-10.93108036,0.16089277,22
100675.156,-10.93680357,0.170540482,22
100674.406,-10.94015179,0.180156425,22
100674.047,-10.94175446,0.18974115,22
100673.938,-10.94224107,0.199295476,22
100673.93,-10.94227679,0.208820462,22
100673.898,-10.94241964,0.21831727,22
100673.805,-10.94283482,0.227786705,22
100673.633,-10.94360268,0.237229273,22
100673.406,-10.94461607,0.246645555,22
100673.188,-10.94558929,0.256036192,22
100672.969,-10.94656696,0.265401989,22
100672.75,-10.94754464,0.274743587,22
100672.547,-10.94845089,0.28406176,22
100672.344,-10.94935714,0.293357253,22
100672.141,-10.95026339,0.302630961,22
100671.953,-10.95110268,0.311883688,22
100671.781,-10.95187054,0.32111609,22
100671.617,-10.95260268,0.330328554,22
100671.484,-10.95319643,0.339521497,22
100671.367,-10.95371875,0.348695368,22
100671.266,-10.95416964,0.357850611,22
100671.195,-10.95448661,0.366987765,22
100671.141,-10.95472768,0.376107305,22
100671.117,-10.95483482,0.385209769,22
100671.109,-10.95487054,0.394295722,22
100671.102,-10.95490179,0.403365701,22
100671.102,-10.95490179,0.412420183,22
100671.109,-10.95487054,0.421459496,22
100671.117,-10.95483482,0.430484027,22
100671.109,-10.95487054,0.439494133,22
100671.063,-10.95507589,0.448490173,22
100670.984,-10.95542857,0.457472563,22
100670.93,-10.95566964,0.466441721,22
100670.922,-10.95570536,0.475398034,22
100670.914,-10.95574107,0.484341949,22
100670.844,-10.95605357,0.493273854,22
100670.703,-10.95668304,0.502194107,22
100670.531,-10.95745089,0.511102855,22
100670.344,-10.95828571,0.520000398,22
100670.141,-10.95919196,0.528886974,22
100669.922,-10.96016964,0.537762702,22
100669.688,-10.96121429,0.546627879,22
100669.438,-10.96233036,0.555482745,22
100669.203,-10.96337946,0.564327538,22
100668.969,-10.96442411,0.573162496,22
100668.719,-10.96554018,0.581987858,22
100668.406,-10.9669375,0.590803862,22
100668.047,-10.96854018,0.599610507,22
100667.875,-10.96930804,0.608408034,22
100667.969,-10.96888839,0.61719656,22
100667.906,-10.96916964,0.625976205,22
100667.438,-10.97125893,0.634747028,22
100667.953,-10.96895982,0.643509269,22
100668.828,-10.96505357,0.652263045,22
100669.047,-10.96407589,0.661008418,22
100669.469,-10.96219196,0.669745564,22
100670.078,-10.95947321,0.678474605,22
100670.867,-10.95595089,0.68719548,22
100671.875,-10.95145089,0.695908308,22
100673.125,-10.94587054,0.70461303,22
100674.641,-10.93910268,0.713309646,22
100676.438,-10.93108036,0.721998274,22
100678.516,-10.92180357,0.730678797,22
100680.906,-10.91113393,0.739351332,22
100683.602,-10.89909821,0.748015881,22
100686.625,-10.88560268,0.756672382,22
100689.984,-10.87060714,0.765320957,22
100693.656,-10.85421429,0.773961425,22
100697.844,-10.83551786,0.782593787,22
100702.75,-10.81361607,0.791217983,22
100707.922,-10.79052679,0.799833953,22
100713.039,-10.76768304,0.808441579,22
100718.344,-10.744,0.81704092,22
100725.109,-10.71379911,0.825631797,22
100732.07,-10.68272321,0.834214211,22
100738.094,-10.65583036,0.8427881,22
100744.547,-10.62702232,0.851353228,22
100751.914,-10.59413393,0.859908938,22
100759.68,-10.55946429,0.868454516,22
100765.781,-10.53222768,0.876989305,22
100769.836,-10.514125,0.885512531,22
100770.016,-10.51332143,0.894024193,22
100712.594,-10.76966964,0.88949877,24
100697.547,-10.83684375,0.897805512,24
100675.477,-10.93537054,0.906107247,24
100801.805,-10.37140625,0.912902832,24
100931.625,-9.791852679,0.903227329,24
100942.625,-9.742745536,0.893553019,24
100973.875,-9.603236607,0.883880913,24
100998.609,-9.492816964,0.874212265,24
101023.781,-9.380441964,0.864548206,24
101047.492,-9.274589286,0.85488975,24
101070.625,-9.171316964,0.845236897,24
101092.953,-9.071638393,0.835589409,24
101114.82,-8.974017857,0.825946987,24
101135.875,-8.880022321,0.816309273,24
101156.148,-8.789517857,0.80667603,24
101175.609,-8.702638393,0.797047138,24
101194.391,-8.618790179,0.787422657,24
101212.633,-8.537352679,0.777802587,24
101230.375,-8.458147321,0.768186986,24
101247.641,-8.381066964,0.758575737,24
101264.523,-8.305700893,0.748968899,24
101281.125,-8.231584821,0.739366531,24
101297.414,-8.158866071,0.729768574,24
101313.359,-8.087683036,0.720175087,24
101329.047,-8.017647321,0.710586011,24
101344.5,-7.948660714,0.701001406,24
101359.703,-7.880790179,0.69142133,24
101374.672,-7.813964286,0.681845844,24
101389.469,-7.74790625,0.672274947,24
101404.109,-7.682549107,0.662708759,24
101418.617,-7.61778125,0.65314728,24
101432.977,-7.553674107,0.643590569,24
101447.141,-7.490441964,0.634038687,24
101461.211,-7.427629464,0.624491632,24
101475.125,-7.365513393,0.614949524,24
101488.93,-7.303883929,0.605412424,24
101502.648,-7.242642857,0.595880508,24
101516.227,-7.182022321,0.586353779,24
101529.797,-7.121441964,0.576832533,24
101543.391,-7.060754464,0.56731683,24
101556.922,-7.000348214,0.55780673,24
101570.414,-6.940116071,0.548302531,24
101583.938,-6.879741071,0.538804233,24
101597.531,-6.819058036,0.529312015,24
101611.094,-6.758508929,0.519826055,24
101624.547,-6.698450893,0.510346532,24
101637.891,-6.638879464,0.500873685,24
101651.984,-6.575964286,0.491407692,24
101667.586,-6.5063125,0.481948853,24
101681.695,-6.443325893,0.472497404,24
101692.078,-6.396973214,0.463053584,24
101703.922,-6.344098214,0.453617662,24
101718.766,-6.277830357,0.444189876,24
101733.813,-6.21065625,0.434770495,24
101748.828,-6.143625,0.425359786,24
101763.75,-6.077008929,0.415958107,24
101778.875,-6.009486607,0.406565875,24
101794.383,-5.940254464,0.397183597,24
101810.086,-5.870151786,0.387811691,24
101825.641,-5.800709821,0.378450662,24
101841.68,-5.729107143,0.369100958,24
101858.219,-5.655272321,0.359763116,24
101875.031,-5.58021875,0.350437641,24
101892.344,-5.502928571,0.341125011,24
101910.391,-5.422361607,0.331825793,24
101929.117,-5.338763393,0.322540611,24
101947.984,-5.254535714,0.313270211,24
101967.203,-5.168736607,0.304015428,24
101987.109,-5.079870536,0.294777036,24
102007.977,-4.986709821,0.285555869,24
102029.766,-4.8894375,0.276352823,24
102052.211,-4.789236607,0.26716873,24
102075.328,-4.686035714,0.258004546,24
102099.336,-4.578857143,0.248861149,24
102124.07,-4.4684375,0.239739507,24
102149.688,-4.354071429,0.230640888,24
102176.641,-4.233745536,0.221566901,24
102204.859,-4.107772321,0.212519243,24
102234.203,-3.976772321,0.20349966,24
102264.922,-3.839633929,0.194509983,24
102297.141,-3.695799107,0.185552165,24
102330.656,-3.546178571,0.176628336,24
102366.078,-3.388044643,0.167740762,24
102403.766,-3.219794643,0.158891723,24
102443.305,-3.04328125,0.150083646,24
102485.016,-2.857071429,0.141319677,24
102529.547,-2.658272321,0.132603958,24
102577.75,-2.443080357,0.123940915,24
102627.773,-2.219763393,0.115335129,24
102672.969,-2.017995536,0.106791429,24
102730.734,-1.760116071,0.0983161926,24
102789.578,-1.497419643,0.0899181515,24
102843.453,-1.25690625,0.0816066861,24
102909.969,-0.9599598214,0.073391743,24
102981.844,-0.6390892857,0.0652838722,24
103055.719,-0.3092901786,0.0572972484,24
103129.25,0.01897321429,0.0494527221,24
103231.016,0.4732857143,0.0417749956,24
103345.969,0.98646875,0.034306068,24
103442.703,1.418316964,0.0271001104,24
103517.875,1.75390625,0.020219842,24
103554.094,1.915598214,0.0137549387,24
103531.648,1.815392857,0.00782361254,24
103380.844,1.142160714,0.00279771397,24
102930.953,-0.86628125,-0.000643543084,24
102142.953,-4.384138393,-0.00193851301,24
101044.625,-9.287388393,5.44237155e-05,24
99603.3125,-15.7218192,0.00607702974,24
98799.9922,-19.30807054,0.0143375369,24
99134.2813,-17.81570848,0.0236227866,24
99814.9844,-14.77685536,0.0334029756,24
100331.359,-12.47161161,0.0433405191,24
100566.438,-11.42215179,0.0533192083,24
100641.734,-11.08600893,0.0632973984,24
100649.828,-11.049875,0.0732519701,24
100646.953,-11.06270982,0.0831703246,24
100648.0,-11.05803571,0.0930475965,24
100648.328,-11.05657143,0.102883175,24
100646.898,-11.06295536,0.112676375,24
100645.422,-11.06954464,0.122427955,24
100644.406,-11.07408036,0.132138178,24
100643.766,-11.0769375,0.141807154,24
100643.344,-11.07882143,0.151435688,24
100643.063,-11.08007589,0.161025211,24
100642.859,-11.08098661,0.170577615,24
100642.703,-11.08168304,0.180094168,24
100642.547,-11.08237946,0.189575717,24
100642.359,-11.08321875,0.199023321,24
100642.156,-11.084125,0.208438247,24
100641.945,-11.08506696,0.217821956,24
100641.727,-11.08604018,0.227175385,24
100641.508,-11.08701786,0.236499205,24
100641.289,-11.08799554,0.245794103,24
100641.078,-11.0889375,0.255060881,24
100640.875,-11.08984375,0.264300406,24
100640.688,-11.09067857,0.273513526,24
100640.508,-11.09148214,0.282701075,24
100640.344,-11.09221429,0.291863918,24
100640.18,-11.09294643,0.301003039,24
100640.031,-11.09361161,0.31011942,24
100639.875,-11.09430804,0.319213718,24
100639.734,-11.0949375,0.328286409,24
100639.586,-11.09559821,0.337337971,24
100639.453,-11.09619196,0.346368909,24
100639.313,-11.09681696,0.35537973,24
100639.188,-11.097375,0.364371032,24
100639.047,-11.09800446,0.373343319,24
100638.906,-11.09863393,0.382297248,24
100638.75,-11.09933036,0.391233385,24
100638.586,-11.1000625,0.400152326,24
100638.406,-11.10086607,0.409054637,24
100638.227,-11.10166518,0.417940617,24
100638.031,-11.10254018,0.426810741,24
100637.813,-11.10351339,0.435665399,24
100637.578,-11.1045625,0.444504976,24
100637.297,-11.10581696,0.453329921,24
100636.953,-11.10735268,0.462140679,24
100636.578,-11.10902679,0.470937699,24
100636.219,-11.11062946,0.479721457,24
100635.922,-11.11195536,0.48849237,24
100635.609,-11.11335268,0.497250795,24
100635.211,-11.11512946,0.505997002,24
100634.82,-11.116875,0.514731169,24
100634.438,-11.11858036,0.523453593,24
100634.047,-11.12032589,0.532164514,24
100633.672,-11.122,0.54086417,24
100633.313,-11.12360268,0.549552798,24
100632.992,-11.12503571,0.558230698,24
100632.75,-11.12611607,0.566898108,24
100632.523,-11.12712946,0.575555325,24
100632.188,-11.128625,0.584202468,24
100631.906,-11.12988393,0.592839777,24
100631.711,-11.13075446,0.601467311,24
100631.867,-11.13005804,0.610085309,24
100632.148,-11.12880357,0.618693769,24
100632.258,-11.1283125,0.627292931,24
100632.539,-11.12705804,0.635882914,24
100632.969,-11.12513839,0.644463897,24
100633.484,-11.12283929,0.653035998,24
100634.039,-11.12036161,0.661599338,24
100635.0,-11.11607143,0.670154035,24
100636.188,-11.11076786,0.678700149,24
100637.391,-11.10539732,0.68723762,24
100638.938,-11.09849107,0.695766509,24
100640.695,-11.09064732,0.704286814,24
100642.516,-11.08251786,0.712798595,24
100644.797,-11.07233482,0.721301854,24
100647.531,-11.06012946,0.729796588,24
100650.047,-11.04889732,0.738282859,24
100653.406,-11.03390179,0.746760607,24
100656.922,-11.01820536,0.75522989,24
100660.047,-11.00425446,0.76369065,24
100663.734,-10.98779464,0.772142828,24
100668.219,-10.96777232,0.780586302,24
100672.688,-10.94782143,0.789021075,24
100676.688,-10.92996429,0.797447085,24
100682.172,-10.90548214,0.805864275,24
100688.258,-10.8783125,0.814272523,24
100693.938,-10.85295536,0.822671771,24
100699.82,-10.82669643,0.831062019,24
100705.539,-10.80116518,0.839442968,24
100711.109,-10.77629911,0.847814023,24
100717.313,-10.74860268,0.85617435,24
100722.945,-10.72345982,0.864523232,24
100723.516,-10.72091071,0.872859895,24
100719.938,-10.73688393,0.881184399,24
100678.063,-10.92382589,0.87538749,26
100660.141,-11.00383482,0.883496046,26
100636.094,-11.1111875,0.891599238,26
100765.07,-10.53540179,0.898101449,26
100900.242,-9.931955357,0.888517559,26
100916.406,-9.859794643,0.878934979,26
100952.344,-9.699357143,0.869354963,26
100982.172,-9.566196429,0.859778821,26
101012.063,-9.432754464,0.850207925,26
101039.766,-9.309080357,0.840643406,26
101066.469,-9.189870536,0.831085205,26
101092.047,-9.075683036,0.821533024,26
101116.688,-8.965678571,0.811986625,26
101140.359,-8.860004464,0.802445531,26
101163.047,-8.75871875,0.792909443,26
101184.781,-8.661691964,0.783378303,26
101205.766,-8.568008929,0.77385217,26
101226.117,-8.47715625,0.764330983,26
101245.922,-8.388741071,0.754814744,26
101265.25,-8.302455357,0.745303452,26
101284.133,-8.21815625,0.735797167,26
101302.609,-8.135674107,0.726295829,26
101320.703,-8.054897321,0.716799438,26
101338.523,-7.97534375,0.707308054,26
101356.039,-7.897147321,0.697821617,26
101373.203,-7.820522321,0.688340247,26
101390.117,-7.745013393,0.678863943,26
101406.813,-7.670477679,0.669392705,26
101423.32,-7.596785714,0.659926653,26
101439.656,-7.523857143,0.650465786,26
101455.883,-7.451415179,0.641010225,26
101472.016,-7.379392857,0.631559968,26
101488.063,-7.307754464,0.622115076,26
101503.93,-7.236919643,0.612675667,26
101519.547,-7.167200893,0.603241682,26
101534.984,-7.098285714,0.593813241,26
101550.172,-7.030482143,0.584390581,26
101565.219,-6.963308036,0.574973762,26
101580.313,-6.895924107,0.565562904,26
101595.391,-6.828611607,0.556158245,26
101610.438,-6.7614375,0.546759903,26
101625.469,-6.694334821,0.53736794,26
101640.477,-6.627334821,0.527982593,26
101655.453,-6.560477679,0.518603981,26
101670.422,-6.493651786,0.509232342,26
101685.469,-6.426477679,0.499867737,26
101700.703,-6.35846875,0.490510494,26
101716.172,-6.289410714,0.481160879,26
101731.641,-6.220352679,0.471819162,26
101746.484,-6.154089286,0.462485552,26
101761.547,-6.08684375,0.453160375,26
101776.664,-6.019357143,0.443843871,26
101791.078,-5.955008929,0.434536338,26
101806.328,-5.886928571,0.425238013,26
101822.422,-5.815080357,0.415949225,26
101838.578,-5.742955357,0.406670362,26
101855.0,-5.669642857,0.397401869,26
101871.75,-5.594866071,0.388144255,26
101888.813,-5.518691964,0.378898025,26
101906.141,-5.441334821,0.369663656,26
101923.813,-5.362441964,0.360441715,26
101941.984,-5.281321429,0.351232737,26
101960.477,-5.198763393,0.342037201,26
101979.195,-5.115200893,0.332855701,26
101998.453,-5.029227679,0.323688805,26
102018.375,-4.940290179,0.314537168,26
102038.695,-4.849575893,0.305401623,26
102059.563,-4.756415179,0.296283036,26
102080.992,-4.66075,0.287182242,26
102103.063,-4.56221875,0.278100133,26
102126.203,-4.458915179,0.269037634,26
102150.047,-4.35246875,0.259995669,26
102174.586,-4.242919643,0.250975162,26
102199.953,-4.129674107,0.241977125,26
102225.875,-4.013950893,0.233002558,26
102252.672,-3.894321429,0.224052787,26
102280.672,-3.769321429,0.215129524,26
102309.836,-3.639125,0.206234559,26
102340.344,-3.502928571,0.197369754,26
102372.078,-3.361258929,0.188537002,26
102404.93,-3.214598214,0.179738358,26
102439.227,-3.061486607,0.170976102,26
102475.188,-2.900946429,0.16225256,26
102512.852,-2.732803571,0.15357013,26
102552.344,-2.5565,0.144931346,26
102595.313,-2.364674107,0.136339501,26
102642.195,-2.155379464,0.127798945,26
102686.43,-1.957901786,0.119314268,26
102733.594,-1.747348214,0.110890254,26
102788.539,-1.502058036,0.102531932,26
102842.844,-1.259625,0.0942459255,26
102897.984,-1.013464286,0.0860413238,26
102958.008,-0.7455,0.0779278651,26
103022.016,-0.45975,0.0699158534,26
103089.375,-0.1590401786,0.0620161407,26
103161.609,0.1634330357,0.0542433746,26
103237.969,0.5043258929,0.0466190763,26
103314.227,0.8447633929,0.039168667,26
103388.219,1.175084821,0.0319354236,26
103467.5,1.529017857,0.0249749422,26
103541.781,1.860629464,0.0183512736,26
103574.625,2.007254464,0.0121557554,26
103523.813,1.780415179,0.00650825351,26
103317.531,0.8595133929,0.00178641663,26
102800.852,-1.447089286,-0.00132572197,26
101967.695,-5.166540179,-0.00227446877,26
100931.344,-9.793107143,5.8618265e-05,26
99541.8203,-15.99633795,0.00635538436,26
98855.3047,-19.06113973,0.0148064541,26
99418.4609,-16.54704955,0.0242139492,26
100130.609,-13.36781696,0.0340579301,26
100511.375,-11.66796875,0.0440223776,26
100618.047,-11.19175446,0.0540043749,26
100626.172,-11.15548214,0.0639664829,26
100622.43,-11.1721875,0.073889032,26
100623.422,-11.16775893,0.0837619677,26
100623.531,-11.16727232,0.093582809,26
100622.328,-11.17264286,0.103352889,26
100621.453,-11.17654911,0.113072634,26
100621.109,-11.17808482,0.1227438,26
100621.0,-11.17857143,0.132367328,26
100620.969,-11.17870982,0.141943812,26
100620.969,-11.17870982,0.15147455,26
100620.953,-11.17878125,0.160961464,26
100620.883,-11.17909375,0.170406908,26
100620.766,-11.17961607,0.179812506,26
100620.617,-11.18028125,0.189179316,26
100620.453,-11.18101339,0.198508665,26
100620.266,-11.18184821,0.207802087,26
100620.07,-11.18272321,0.217061251,26
100619.859,-11.18366518,0.22628729,26
100619.656,-11.18457143,0.235480994,26
100619.438,-11.18554464,0.244643182,26
100619.219,-11.18652232,0.253774792,26
100619.0,-11.1875,0.262876809,26
100618.797,-11.18840625,0.271950215,26
100618.578,-11.18938393,0.280995935,26
100618.375,-11.19029018,0.290014982,26
100618.156,-11.19126786,0.299008399,26
100617.938,-11.19224107,0.307977289,26
100617.719,-11.19321875,0.316922426,26
100617.5,-11.19419643,0.325844288,26
100617.266,-11.19524107,0.33474344,26
100617.031,-11.19629018,0.343620449,26
100616.781,-11.19740625,0.352475882,26
100616.531,-11.19852232,0.361310363,26
100616.266,-11.19970536,0.370124489,26
100615.984,-11.20096429,0.378918946,26
100615.688,-11.20228571,0.387694359,26
100615.383,-11.20364732,0.396451443,26
100615.063,-11.20507589,0.405190706,26
100614.719,-11.20661161,0.413912565,26
100614.367,-11.20818304,0.422617465,26
100614.0,-11.20982143,0.431305856,26
100613.617,-11.21153125,0.439978212,26
100613.211,-11.21334375,0.448634952,26
100612.781,-11.21526339,0.457276613,26
100612.352,-11.21717857,0.46590361,26
100611.922,-11.21909821,0.474516481,26
100611.516,-11.22091071,0.483115703,26
100611.125,-11.22265625,0.491701663,26
100610.703,-11.22454018,0.500274599,26
100610.25,-11.2265625,0.508834779,26
100609.828,-11.22844643,0.517382503,26
100609.438,-11.2301875,0.525917947,26
100609.102,-11.2316875,0.534441471,26
100608.797,-11.23304911,0.542953312,26
100608.516,-11.23430357,0.55145371,26
100608.258,-11.23545536,0.55994302,26
100607.984,-11.23667857,0.568421483,26
100607.734,-11.23779464,0.576889336,26
100607.742,-11.23775893,0.585346758,26
100607.859,-11.23723661,0.593793809,26
100607.859,-11.23723661,0.602230728,26
100608.227,-11.23559375,0.610657573,26
100608.703,-11.23346875,0.619074583,26
100609.047,-11.23193304,0.627481878,26
100609.586,-11.22952679,0.635879636,26
100610.266,-11.22649107,0.644267976,26
100611.172,-11.22244643,0.652647078,26
100612.234,-11.21770536,0.661017001,26
100613.367,-11.21264732,0.669377863,26
100614.813,-11.20619196,0.677729607,26
100616.563,-11.19837946,0.68607229,26
100618.391,-11.19021875,0.694405913,26
100620.25,-11.18191964,0.702730536,26
100622.117,-11.17358482,0.7110461,26
100624.766,-11.16175893,0.719352663,26
100627.938,-11.14759821,0.727650285,26
100630.617,-11.13563839,0.735938966,26
100633.281,-11.12374554,0.744218707,26
100636.977,-11.10724554,0.752489448,26
100641.039,-11.08911161,0.760751128,26
100644.797,-11.07233482,0.76900363,26
100648.672,-11.05503571,0.777246952,26
100652.617,-11.03742411,0.785481036,26
100656.719,-11.01911161,0.793705761,26
100660.906,-11.00041964,0.801921129,26
100665.148,-10.98148214,0.81012702,26
100669.461,-10.96222768,0.818323433,26
100673.875,-10.94252232,0.826510012,26
100678.133,-10.92351339,0.83468616,26
100681.891,-10.90673661,0.842851043,26
100684.516,-10.89501786,0.851003885,26
100685.594,-10.89020536,0.859143853,26
100684.859,-10.89348661,0.867271006,26
100647.828,-11.05880357,0.860209703,28
100631.969,-11.12960268,0.86811012,28
100607.625,-11.23828125,0.876004934,28
100753.984,-10.58489286,0.882205844,28
100906.258,-9.905098214,0.872725248,28
100923.227,-9.82934375,0.863246083,28
100963.68,-9.64875,0.853769839,28
100995.906,-9.504883929,0.844297886,28
101027.703,-9.362933036,0.834831834,28
101057.133,-9.231549107,0.825372815,28
101085.781,-9.10365625,0.815920949,28
101113.188,-8.981303571,0.806475759,28
101139.641,-8.863209821,0.797036946,28
101165.0,-8.75,0.787604094,28
101189.328,-8.641392857,0.778176844,28
101212.75,-8.536830357,0.768755078,28
101235.391,-8.435754464,0.759338856,28
101257.359,-8.337683036,0.749928117,28
101278.734,-8.242258929,0.740522861,28
101299.594,-8.149133929,0.731123149,28
101319.969,-8.058174107,0.721728921,28
101339.969,-7.968888393,0.712340176,28
101359.656,-7.881,0.702956975,28
101378.75,-7.795758929,0.693579316,28
101397.422,-7.712401786,0.684207082,28
101416.0,-7.629464286,0.67484045,28
101434.344,-7.547571429,0.665479422,28
101452.391,-7.467004464,0.656123996,28
101470.188,-7.387553571,0.646774292,28
101487.781,-7.309013393,0.63743037,28
101505.203,-7.231236607,0.628092229,28
101522.469,-7.15415625,0.61875993,28
101539.57,-7.0778125,0.609433591,28
101556.5,-7.002232143,0.600113213,28
101573.266,-6.927383929,0.590798795,28
101589.906,-6.853098214,0.581490576,28
101606.445,-6.779263393,0.572188675,28
101622.906,-6.705776786,0.562893152,28
101639.313,-6.63253125,0.553604245,28
101655.688,-6.559428571,0.544322133,28
101672.047,-6.486397321,0.535046875,28
101688.406,-6.413366071,0.525778651,28
101704.82,-6.340089286,0.516517699,28
101721.305,-6.266495536,0.507264137,28
101737.797,-6.192870536,0.498018146,28
101754.508,-6.118267857,0.488779932,28
101772.094,-6.039758929,0.479549736,28
101788.906,-5.964705357,0.470327884,28
101802.875,-5.90234375,0.461114615,28
101816.063,-5.84346875,0.451910257,28
101832.141,-5.771691964,0.442715049,28
101849.211,-5.695486607,0.433529317,28
101864.914,-5.625383929,0.424353361,28
101881.094,-5.553151786,0.415187448,28
101898.094,-5.477258929,0.406031907,28
101915.438,-5.399830357,0.396887153,28
101933.086,-5.321044643,0.387753695,28
